id	mention_id	mention_sentence	mention_value	mention_unit	mention_normalized_value	mention_normalized_unit	mention_token_begin	mention_token_end	expression_id	expression_value	expression_unit	expression	response_id	response	label
23042	50465	Revenue rose 17 percent to 580.4 million pounds (US$1.07 billion).	1070000000.0	US$	1070000000.0	money	10	12	23094	249180821.917808	money	4.013150 * 183000.000000 person (number of employees in the oil industry) * 1.000000 week (a week) * 71000.000000 USD per year per person (cost of an employee)	15786	4 times the cost to pay the employees of American oil industry for a week.	0
23042	50465	Revenue rose 17 percent to 580.4 million pounds (US$1.07 billion).	1070000000.0	US$	1070000000.0	money	10	12	23102	218511415.525114	money	4.576420 * 26960000.000000 person (population of Texas) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	16771	five times the cost of employing the population of Texas each hour.	1
22716	5265	The families' attorneys are trying to get the $8 million from banks across the United States that hold $60 million (euro40.46 million) in Sudanese assets.	60000000.0	$	60000000.0	money	21	23	22852	63989155.251142	money	1.562765 * 15790000.000000 person (number of employees in the retail industry) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	28659	two times the cost of all employees in the retail industry during lunch.	0
21387	54121	Its net loss in the nine months to Sept. 30 narrowed to 11.42 billion yen (US$99.81 million; euro69.76 million) from 59.55 billion yen a year earlier, due to large asset write-down costs it booked last year, Seiyu said in a statement.	99810000.0	US$	99810000.0	money	17	19	22885	33084703.196347	money	3.022545 * 8164000.000000 person (number of employees in the financial industry) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	33853	3 times the cost to employ everyone that works in finance in over a lunch period.	0
27285	17850	Wings fans and other curious folks have been rolling into Superior Fish since the playoffs began to have their pictures taken next to the octopus, which weighs in at 45 pounds (20 kilograms) and is 65 inches (1.65 meters) from head to toe.	65.0	inche	1.651	length	39	40	21637	4.69391	length	0.213042 * 100.000000 millisecond (time taken to blink) * 105.000000 mile per hour (speed of a baseball pitch speed)	19802	1/5th the distance a baseball travels in the time it takes to blink.	0
27285	17850	Wings fans and other curious folks have been rolling into Superior Fish since the playoffs began to have their pictures taken next to the octopus, which weighs in at 45 pounds (20 kilograms) and is 65 inches (1.65 meters) from head to toe.	65.0	inche	1.651	length	39	40	21633	3.04878	length	0.328000 * 10.000000 feet (height of a tree)	39239	A third of the height of a tree.	1
26399	70371	At the end of last year, Frontier said, it had assets of US$98.3 million and debts of US$92.2 million.	98300000.0	US$	98300000.0	money	15	17	22932	999619482.496195	money	0.100038 * 7400000000.000000 person (population of the world) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	16594	1/10th the cost of paying all employees in the world for one minute	1
21790	41798	Results Monday from the Dubai Open, a US$1.5 million (euro1.2 million) ATP tour event on hardcourts at the Aviation Club Tennis Center (seedings in parentheses):	1500000.0	US$	1500000.0	money	9	11	22538	2700323.439878	money	0.370326 * 19990000.000000 person (number of employees in the services industry) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	43326	a third of the cost of a minute's wages for all workers in the service industry.	0
21790	41798	Results Monday from the Dubai Open, a US$1.5 million (euro1.2 million) ATP tour event on hardcourts at the Aviation Club Tennis Center (seedings in parentheses):	1500000.0	US$	1500000.0	money	9	11	22557	5241248.097412	money	0.190794 * 38800000.000000 person (population of California) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	27215	1/5th of the cost to employ the population of California for a minute	1
22505	21465	The relief goods includes 1,000 tons of rice, 500 tons of flour and 100 tons of edible oil which the PLA hopes to do some help for the cyclone affected people in Bangladesh.	100.0	ton	90718.5	weight	15	16	23805	34022.26635	weight	2.939252 * 837422.000000 person (population of San Francisco) * 30.000000 minute (time taken for lunch) * 4.300000 pound per person per day (trash generated in the US)	43245	the trash generated by San Francisco during three lunches.	0
22505	21465	The relief goods includes 1,000 tons of rice, 500 tons of flour and 100 tons of edible oil which the PLA hopes to do some help for the cyclone affected people in Bangladesh.	100.0	ton	90718.5	weight	15	16	23814	25473.370656	weight	3.925668 * 99000.000000 person (number of employees at Microsoft) * 190.000000 minute (time taken for a football game) * 4.300000 pound per person per day (trash generated in the US)	31998	four times the amount of trash generated in the US by Microsoft employees during a football game	0
29181	41048	The San Francisco-based company is betting that at least one- third of the 135 million people who have downloaded the BitTorrent software will be willing to pay for high-quality legitimate content rather than take their chances with pirated fare.	135000000.0	people	135000000.0	person	15	17	21322	22270000.0	person	4.490346 * 22270000.000000 person (number of employees in the education industry)	40064	4 times the number of people who work in the education industry	1
29181	41048	The San Francisco-based company is betting that at least one- third of the 135 million people who have downloaded the BitTorrent software will be willing to pay for high-quality legitimate content rather than take their chances with pirated fare.	135000000.0	people	135000000.0	person	15	17	21310	60000000.0	person	1.666667 * 60000000.000000 person (people killed during world war II)	34712	two times all the people killed in WWII.	0
29181	41048	The San Francisco-based company is betting that at least one- third of the 135 million people who have downloaded the BitTorrent software will be willing to pay for high-quality legitimate content rather than take their chances with pirated fare.	135000000.0	people	135000000.0	person	15	17	21324	500000000.0	person	0.200000 * 500000000.000000 person (people killed during Iraq war)	43844	one fifth of the amount of people killed during the Iraq war.	0
29181	41048	The San Francisco-based company is betting that at least one- third of the 135 million people who have downloaded the BitTorrent software will be willing to pay for high-quality legitimate content rather than take their chances with pirated fare.	135000000.0	people	135000000.0	person	15	17	21312	202240000.0	person	0.494462 * 79.000000 year (average lifetime for a person) * 2560000.000000 person per year (death rate in the US)	35591	half the death rate in the US for the average lifetime for a persn. 	0
24214	43871	India has long been famous for its tea, and the US$1.5 billion (euro1.06 billion) industry launched by British colonials nearly two centuries ago is, after China, the world's second largest.	1500000000.0	US$	1500000000.0	money	12	14	23115	162895786.30137	money	6.138894 * 837422.000000 person (population of San Francisco) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	18640	6 times a full day's wages for all San Franciscans.	1
24214	43871	India has long been famous for its tea, and the US$1.5 billion (euro1.06 billion) industry launched by British colonials nearly two centuries ago is, after China, the world's second largest.	1500000000.0	US$	1500000000.0	money	12	14	23069	403848000.0	money	2.476179 * 72.000000 person (average number of employees in a grocery store) * 79.000000 year (average lifetime for a person) * 71000.000000 USD per year per person (cost of an employee)	27251	twice the amount of cost to employ the average number of employees in a grocery store during a an average persons lifetime.	0
24214	43871	India has long been famous for its tea, and the US$1.5 billion (euro1.06 billion) industry launched by British colonials nearly two centuries ago is, after China, the world's second largest.	1500000000.0	US$	1500000000.0	money	12	14	23117	162019406.392694	money	6.172100 * 19990000.000000 person (number of employees in the services industry) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	26515	6 times the cost of the number of people in the services industry for an hour.	1
27504	77150	Today owns more than 6.7 million square feet of retail space.	6700000.0	sq-feet	622771.7	area	5	8	20982	1784665.26	area	0.560329 * 441.000000 ac (area of the average farm)	23648	one half the area of the average farm.	1
27504	77150	Today owns more than 6.7 million square feet of retail space.	6700000.0	sq-feet	622771.7	area	5	8	20981	1784665.26	area	0.560329 * 441.000000 ac (area of the average farm)	36928	1/2 of the area of the average farm.	1
27504	77150	Today owns more than 6.7 million square feet of retail space.	6700000.0	sq-feet	622771.7	area	5	8	20988	114155.251142	area	8.760000 * 1.000000 minute (a minute) * 60000.000000 sq-km per year (area of forest logged)	26390	9 times the area of forest that is logged in a minute.	0
21707	64151	Government official Inayat Ullah said 11 to 13 pounds (5 to 6 kilograms) of explosives were planted in a fruit vendor's hand-pulled cart.	6.0	kilogram	6.0	weight	13	14	23325	5.850344	weight	1.709301 * 72.000000 person (average number of employees in a grocery store) * 1.000000 hour (an hour) * 4.300000 pound per person per day (trash generated in the US)	18848	twice the hourly trash generated in the US by the average number of employees in a grocery store.	0
21707	64151	Government official Inayat Ullah said 11 to 13 pounds (5 to 6 kilograms) of explosives were planted in a fruit vendor's hand-pulled cart.	6.0	kilogram	6.0	weight	13	14	23357	83.900275	weight	0.119189 * 1.000000 person (a person) * 185.000000 pound per person (weight of a person)	18281	1/8th the weight of a person, per person.	0
